WBGene00021407	Y38C1AB.5.1	IV	-1	8765	11070	Y38C1AB.5	protein_coding
WBGene00021362	Y37E11AL.6c.1	IV	-1	3658877	3667188	fmil-1	protein_coding
WBGene00021362	Y37E11AL.6a.1	IV	-1	3658877	3668703	fmil-1	protein_coding
WBGene00021362	Y37E11AL.6b.1	IV	-1	3658877	3668703	fmil-1	protein_coding
WBGene00003129	Y37E11AL.7a.1	IV	-1	3683537	3686865	map-1	protein_coding
WBGene00003129	Y37E11AL.7c.1	IV	-1	3683551	3683878	map-1	protein_coding
WBGene00003129	Y37E11AL.7b.1	IV	-1	3686053	3686865	map-1	protein_coding
WBGene00021363	Y37E11AL.8.1	IV	-1	3687565	3694733	taf-6.2	protein_coding
WBGene00021363	Y37E11AL.8.2	IV	-1	3687565	3694837	taf-6.2	protein_coding
WBGene00021359	Y37E11AL.3a.1	IV	1	3694905	3698436	Y37E11AL.3	protein_coding
WBGene00021359	Y37E11AL.3b.2	IV	1	3694927	3695504	Y37E11AL.3	protein_coding
WBGene00021359	Y37E11AL.3b.1	IV	1	3694937	3695504	Y37E11AL.3	protein_coding
WBGene00021359	Y37E11AL.3a.2	IV	1	3694937	3698434	Y37E11AL.3	protein_coding
WBGene00021358	Y37E11AL.2a.1	IV	1	3698501	3699722	Y37E11AL.2	protein_coding
WBGene00021358	Y37E11AL.2b.1	IV	1	3699122	3699682	Y37E11AL.2	protein_coding
WBGene00021364	Y37E11AL.9.1	IV	-1	3699804	3700654	Y37E11AL.9	protein_coding
WBGene00195010	Y37E11AL.12.1	IV	-1	3701334	3701920	Y37E11AL.12	protein_coding
WBGene00021357	Y37E11AL.1.1	IV	1	3709515	3715381	Y37E11AL.1	protein_coding
WBGene00021367	Y37E11AM.3c.1	IV	-1	3715789	3717771	Y37E11AM.3	protein_coding
WBGene00021367	Y37E11AM.3b.1	IV	-1	3715789	3719157	Y37E11AM.3	protein_coding
WBGene00302986	Y37E11AM.4.1	IV	-1	3718936	3722790	Y37E11AM.4	protein_coding
WBGene00021366	Y37E11AM.2b.1	IV	-1	3722886	3725350	Y37E11AM.2	protein_coding
WBGene00021366	Y37E11AM.2a.1	IV	-1	3723349	3725350	Y37E11AM.2	protein_coding
WBGene00021366	Y37E11AM.2a.2	IV	-1	3723349	3725461	Y37E11AM.2	protein_coding
WBGene00021366	Y37E11AM.2b.2	IV	-1	3723349	3725461	Y37E11AM.2	protein_coding
WBGene00021365	Y37E11AM.1a.1	IV	1	3726112	3735495	smgl-2	protein_coding
WBGene00021365	Y37E11AM.1b.1	IV	1	3728171	3735495	smgl-2	protein_coding
WBGene00021370	Y37E11AR.3c.1	IV	-1	3735845	3738112	nape-2	protein_coding
WBGene00021370	Y37E11AR.3b.1	IV	-1	3735845	3738766	nape-2	protein_coding
WBGene00021370	Y37E11AR.3a.1	IV	-1	3735845	3738917	nape-2	protein_coding
WBGene00021371	Y37E11AR.4.1	IV	-1	3739524	3740876	nape-1	protein_coding
WBGene00021369	Y37E11AR.2.1	IV	1	3744048	3747655	siah-1	protein_coding
WBGene00021372	Y37E11AR.5a.1	IV	-1	3748210	3751101	ugt-45	protein_coding
WBGene00021372	Y37E11AR.5b.1	IV	-1	3748210	3751101	ugt-45	protein_coding
WBGene00021373	Y37E11AR.7.1	IV	-1	3752612	3755419	Y37E11AR.7	protein_coding
WBGene00021368	Y37E11AR.1.1	IV	1	3756242	3759910	best-20	protein_coding
WBGene00006869	Y37E11AR.6b.1	IV	-1	3761192	3762559	vab-2	protein_coding
WBGene00006869	Y37E11AR.6a.1	IV	-1	3761195	3766826	vab-2	protein_coding
WBGene00019546	W07G9.2b.1	IV	1	3784358	3794044	glct-6	protein_coding
WBGene00019546	W07G9.2c.1	IV	1	3785346	3794044	glct-6	protein_coding
WBGene00019546	W07G9.2a.1	IV	1	3791588	3793856	glct-6	protein_coding
WBGene00019545	K09B3.1a.1	IV	1	3794767	3796267	K09B3.1	protein_coding
WBGene00019545	K09B3.1b.1	IV	1	3794796	3796254	K09B3.1	protein_coding
WBGene00019545	K09B3.1c.1	IV	1	3795752	3796254	K09B3.1	protein_coding
WBGene00003884	M02B7.3a.1	IV	-1	3796306	3799330	osm-3	protein_coding
WBGene00003884	M02B7.3b.1	IV	-1	3796306	3800461	osm-3	protein_coding
WBGene00019725	M02B7.4b.1	IV	-1	3801864	3803372	algn-14	protein_coding
WBGene00019725	M02B7.4a.1	IV	-1	3801864	3803426	algn-14	protein_coding
WBGene00019724	M02B7.2a.1	IV	1	3803581	3804949	M02B7.2	protein_coding
WBGene00019724	M02B7.2b.1	IV	1	3803938	3804949	M02B7.2	protein_coding
WBGene00019723	M02B7.1.2	IV	1	3805485	3806567	fbxc-47	protein_coding
WBGene00019723	M02B7.1.1	IV	1	3805519	3806711	fbxc-47	protein_coding
WBGene00044690	M02B7.7.1	IV	-1	3806703	3807190	M02B7.7	protein_coding
WBGene00019726	M02B7.5d.1	IV	-1	3807870	3813094	bris-1	protein_coding
WBGene00019726	M02B7.5c.1	IV	-1	3807870	3815109	bris-1	protein_coding
WBGene00019726	M02B7.5b.1	IV	-1	3807870	3815454	bris-1	protein_coding
WBGene00019726	M02B7.5a.1	IV	-1	3807870	3819328	bris-1	protein_coding
WBGene00017907	F28F9.3.1	IV	1	3826872	3835895	F28F9.3	protein_coding
WBGene00000287	M02B7.6b.1	IV	-1	3829546	3833019	cal-3	protein_coding
WBGene00000287	M02B7.6a.1	IV	-1	3829546	3835165	cal-3	protein_coding
WBGene00017906	F28F9.2.1	IV	1	3839720	3841628	F28F9.2	protein_coding
WBGene00006970	F28F9.1.1	IV	1	3855843	3861552	zag-1	protein_coding
WBGene00000009	F28F9.4.1	IV	-1	3862129	3865042	aat-8	protein_coding
WBGene00018144	F37C4.4a.1	IV	1	3867147	3871842	F37C4.4	protein_coding
WBGene00018144	F37C4.4b.1	IV	1	3867233	3871825	F37C4.4	protein_coding
WBGene00018144	F37C4.4b.2	IV	1	3869550	3871825	F37C4.4	protein_coding
WBGene00018144	F37C4.4c.1	IV	1	3870277	3871825	F37C4.4	protein_coding
WBGene00018145	F37C4.5a.3	IV	-1	3871829	3873806	F37C4.5	protein_coding
WBGene00018145	F37C4.5b.1	IV	-1	3871831	3873276	F37C4.5	protein_coding
WBGene00018145	F37C4.5a.1	IV	-1	3871831	3873806	F37C4.5	protein_coding
WBGene00018145	F37C4.5a.2	IV	-1	3871831	3874416	F37C4.5	protein_coding
WBGene00018146	F37C4.6a.1	IV	-1	3875410	3878372	F37C4.6	protein_coding
WBGene00018146	F37C4.6a.2	IV	-1	3875411	3878333	F37C4.6	protein_coding
WBGene00018146	F37C4.6b.1	IV	-1	3875412	3875962	F37C4.6	protein_coding
WBGene00018148	F37C4.8a.1	IV	-1	3878547	3881187	F37C4.8	protein_coding
WBGene00018148	F37C4.8b.1	IV	-1	3878582	3878697	F37C4.8	protein_coding
WBGene00018143	F37C4.3.1	IV	1	3881852	3884683	oac-23	protein_coding
WBGene00018142	F37C4.2.1	IV	1	3885665	3888836	oac-22	protein_coding
WBGene00018141	F37C4.1.1	IV	1	3889263	3892563	oac-21	protein_coding
WBGene00044471	F56D6.9.1	IV	1	3892998	3893283	F56D6.9	protein_coding
WBGene00044292	F56D6.8.1	IV	-1	3894058	3894430	F56D6.8	protein_coding
WBGene00044472	F56D6.10.1	IV	1	3895070	3895506	dct-8	protein_coding
WBGene00023478	F56D6.7.1	IV	1	3900504	3902326	srz-62	protein_coding
WBGene00006488	F56D6.6.1	IV	1	3903255	3903644	F56D6.6	protein_coding
WBGene00235358	F56D6.21.1	IV	1	3904920	3905372	F56D6.21	protein_coding
WBGene00044473	F56D6.11.1	IV	-1	3906113	3906493	F56D6.11	protein_coding
WBGene00235359	F56D6.22.1	IV	-1	3907292	3907627	F56D6.22	protein_coding
WBGene00044474	F56D6.12.1	IV	1	3908107	3908509	F56D6.12	protein_coding
WBGene00044475	F56D6.13.1	IV	1	3909381	3909799	F56D6.13	protein_coding
WBGene00235285	F56D6.18.1	IV	-1	3911542	3911940	F56D6.18	protein_coding
WBGene00235297	F56D6.20.1	IV	1	3912853	3913125	F56D6.20	protein_coding
WBGene00235293	F56D6.19.1	IV	1	3914717	3915012	F56D6.19	protein_coding
WBGene00018973	F56D6.5a.1	IV	1	3915610	3916901	srz-20	protein_coding
WBGene00018973	F56D6.5b.1	IV	1	3916042	3916901	srz-20	protein_coding
WBGene00044476	F56D6.14.1	IV	1	3917679	3918056	F56D6.14	protein_coding
WBGene00235361	F56D6.23.1	IV	1	3918460	3918723	F56D6.23	protein_coding
WBGene00018972	F56D6.4.1	IV	1	3919806	3921613	srz-19	protein_coding
WBGene00018971	F56D6.2.1	IV	1	3922165	3924515	clec-67	protein_coding
WBGene00018971	F56D6.2.2	IV	1	3922165	3925045	clec-67	protein_coding
WBGene00018970	F56D6.1.1	IV	1	3926417	3929024	clec-68	protein_coding
WBGene00021581	Y46C8AL.3.1	IV	1	3932733	3936238	clec-70	protein_coding
WBGene00021582	Y46C8AL.4.1	IV	1	3937464	3939924	clec-71	protein_coding
WBGene00021580	Y46C8AL.2.1	IV	-1	3940259	3941702	clec-174	protein_coding
WBGene00195003	Y46C8AL.11.1	IV	1	3943303	3943744	Y46C8AL.11	protein_coding
WBGene00021583	Y46C8AL.5.1	IV	1	3944816	3947364	clec-72	protein_coding
WBGene00021579	Y46C8AL.1.2	IV	-1	3953935	3956206	clec-73	protein_coding
WBGene00021579	Y46C8AL.1.1	IV	-1	3954030	3956210	clec-73	protein_coding
WBGene00021585	Y46C8AL.8.1	IV	1	3957005	3960139	clec-74	protein_coding
WBGene00021586	Y46C8AL.9.1	IV	1	3960734	3962846	clec-75	protein_coding
WBGene00271795	Y46C8AM.1.1	IV	1	3962934	3964385	Y46C8AM.1	protein_coding
WBGene00271795	Y46C8AM.1.2	IV	1	3962947	3964385	Y46C8AM.1	protein_coding
WBGene00271795	Y46C8AM.1.3	IV	1	3963569	3964385	Y46C8AM.1	protein_coding
WBGene00021587	Y46C8AR.1.2	IV	1	3965246	3969025	clec-76	protein_coding
WBGene00021587	Y46C8AR.1.1	IV	1	3965332	3969025	clec-76	protein_coding
WBGene00018548	F47C12.4.1	IV	1	3973349	3975721	clec-79	protein_coding
WBGene00005430	F47C12.5.1	IV	-1	3976429	3978015	srh-220	protein_coding
WBGene00005432	F47C12.10.1	IV	1	3979825	3981205	srh-222	protein_coding
WBGene00005433	F47C12.3.1	IV	1	3981901	3983609	srh-223	protein_coding
WBGene00018547	F47C12.2.1	IV	1	3989102	4014195	clec-78	protein_coding
WBGene00018549	F47C12.6.1	IV	-1	3991650	3992240	F47C12.6	protein_coding
WBGene00235115	F47C12.13.1	IV	-1	3993884	3994418	F47C12.13	protein_coding
WBGene00018550	F47C12.7.1	IV	-1	3994902	3995484	F47C12.7	protein_coding
WBGene00018551	F47C12.8.1	IV	-1	3998053	3998529	F47C12.8	protein_coding
WBGene00020929	W02C12.2b.1	IV	-1	4005477	4007848	W02C12.2	protein_coding
WBGene00020929	W02C12.2a.1	IV	-1	4005494	4007823	W02C12.2	protein_coding
WBGene00020930	W02C12.3h.1	IV	-1	4014799	4018331	hlh-30	protein_coding
WBGene00020930	W02C12.3h.2	IV	-1	4014799	4018962	hlh-30	protein_coding
WBGene00020930	W02C12.3a.2	IV	-1	4014800	4019039	hlh-30	protein_coding
WBGene00020930	W02C12.3g.2	IV	-1	4014800	4019039	hlh-30	protein_coding
WBGene00020930	W02C12.3a.1	IV	-1	4014800	4019042	hlh-30	protein_coding
WBGene00020930	W02C12.3g.1	IV	-1	4014800	4019042	hlh-30	protein_coding
WBGene00020930	W02C12.3a.3	IV	-1	4014800	4019086	hlh-30	protein_coding
WBGene00020930	W02C12.3g.3	IV	-1	4014800	4019086	hlh-30	protein_coding
WBGene00020930	W02C12.3c.1	IV	-1	4014800	4028127	hlh-30	protein_coding
WBGene00020930	W02C12.3e.1	IV	-1	4014816	4027063	hlh-30	protein_coding
WBGene00020930	W02C12.3b.1	IV	-1	4014816	4028127	hlh-30	protein_coding
WBGene00020930	W02C12.3f.1	IV	-1	4014874	4019086	hlh-30	protein_coding
WBGene00020930	W02C12.3d.1	IV	-1	4014903	4027063	hlh-30	protein_coding
WBGene00020930	W02C12.3i.1	IV	-1	4015615	4034784	hlh-30	protein_coding
WBGene00020930	W02C12.3j.1	IV	-1	4015615	4034784	hlh-30	protein_coding
WBGene00018065	F35F11.2.1	IV	1	4040308	4041532	F35F11.2	protein_coding
WBGene00018064	F35F11.1.1	IV	1	4042575	4047786	cdc-73	protein_coding
WBGene00003955	W03D2.4.1	IV	-1	4047937	4049448	pcn-1	protein_coding
WBGene00006951	W03D2.5a.1	IV	-1	4050049	4051639	wrt-5	protein_coding
WBGene00006951	W03D2.5b.1	IV	-1	4050096	4050716	wrt-5	protein_coding
WBGene00006951	W03D2.5c.1	IV	-1	4050121	4050580	wrt-5	protein_coding
WBGene00020982	W03D2.7.1	IV	-1	4062567	4063673	ilys-6	protein_coding
WBGene00006173	W03D2.10.1	IV	1	4065905	4068412	str-122	protein_coding
WBGene00020979	W03D2.2.1	IV	1	4068780	4069548	fbxb-55	protein_coding
WBGene00004157	W03D2.1a.1	IV	1	4072327	4077644	pqn-75	protein_coding
WBGene00004157	W03D2.1e.1	IV	1	4072376	4072820	pqn-75	protein_coding
WBGene00020983	W03D2.9.1	IV	-1	4073303	4074694	W03D2.9	protein_coding
WBGene00004157	W03D2.1b.1	IV	1	4075711	4077644	pqn-75	protein_coding
WBGene00004157	W03D2.1c.1	IV	1	4075711	4077644	pqn-75	protein_coding
WBGene00016437	C35B1.8.1	IV	-1	4077671	4078953	C35B1.8	protein_coding
WBGene00016434	C35B1.4.1	IV	1	4079804	4080207	C35B1.4	protein_coding
WBGene00195006	C35B1.9.1	IV	-1	4080171	4080946	C35B1.9	protein_coding
WBGene00016433	C35B1.3.1	IV	1	4081136	4081348	C35B1.3	protein_coding
WBGene00016435	C35B1.5.1	IV	-1	4083603	4084209	C35B1.5	protein_coding
WBGene00016432	C35B1.2a.1	IV	1	4086212	4102907	C35B1.2	protein_coding
WBGene00016432	C35B1.2c.1	IV	1	4086212	4102907	C35B1.2	protein_coding
WBGene00016432	C35B1.2b.1	IV	1	4086577	4102907	C35B1.2	protein_coding
WBGene00006701	C35B1.1.1	IV	1	4103020	4106220	ubc-1	protein_coding
WBGene00016436	C35B1.7.1	IV	1	4109067	4110471	C35B1.7	protein_coding
WBGene00044477	F49F1.14.1	IV	-1	4110544	4112487	F49F1.14	protein_coding
WBGene00235365	F49F1.15.1	IV	-1	4114468	4114631	F49F1.15	protein_coding
WBGene00235364	F49F1.4.1	IV	-1	4115576	4115734	F49F1.4	protein_coding
WBGene00235363	F49F1.2.1	IV	1	4115943	4116101	F49F1.2	protein_coding
WBGene00018643	F49F1.1.1	IV	1	4117732	4119179	drd-50	protein_coding
WBGene00018645	F49F1.5a.1	IV	-1	4119460	4120399	F49F1.5	protein_coding
WBGene00018645	F49F1.5b.1	IV	-1	4119735	4120398	F49F1.5	protein_coding
WBGene00018646	F49F1.6b.1	IV	-1	4121342	4122293	mul-1	protein_coding
WBGene00018646	F49F1.6a.1	IV	-1	4121342	4123166	mul-1	protein_coding
WBGene00018647	F49F1.7a.1	IV	-1	4123525	4125757	F49F1.7	protein_coding
WBGene00018647	F49F1.7b.1	IV	-1	4123527	4124746	F49F1.7	protein_coding
WBGene00235367	F49F1.17.1	IV	-1	4135488	4135843	F49F1.17	protein_coding
WBGene00018649	F49F1.9.1	IV	-1	4136848	4137567	F49F1.9	protein_coding
WBGene00018650	F49F1.10.1	IV	-1	4138408	4139122	F49F1.10	protein_coding
WBGene00235368	F49F1.18.1	IV	-1	4139685	4140363	F49F1.18	protein_coding
WBGene00018651	F49F1.11.1	IV	-1	4140659	4141407	F49F1.11	protein_coding
WBGene00018652	F49F1.12.1	IV	-1	4141734	4143019	F49F1.12	protein_coding
WBGene00019933	R07C12.3.1	IV	1	4145084	4147064	R07C12.3	protein_coding
WBGene00019931	R07C12.1.1	IV	1	4152547	4154029	R07C12.1	protein_coding
WBGene00019533	K08D10.10.1	IV	1	4154040	4154774	K08D10.10	protein_coding
WBGene00219216	K08D10.14.1	IV	1	4155273	4157185	K08D10.14	protein_coding
WBGene00219216	K08D10.14.2	IV	1	4155352	4157185	K08D10.14	protein_coding
WBGene00019531	K08D10.8.1	IV	1	4162517	4164481	scrm-5	protein_coding
WBGene00019530	K08D10.7.1	IV	1	4164692	4166230	scrm-8	protein_coding
WBGene00019530	K08D10.7.2	IV	1	4164704	4166230	scrm-8	protein_coding
WBGene00195048	K08D10.13.1	IV	-1	4170776	4171569	K08D10.13	protein_coding
WBGene00004385	K08D10.4.1	IV	1	4172076	4173988	rnp-2	protein_coding
WBGene00004386	K08D10.3a.1	IV	1	4174089	4176279	rnp-3	protein_coding
WBGene00004386	K08D10.3b.1	IV	1	4174739	4176266	rnp-3	protein_coding
WBGene00001033	K08D10.2a.1	IV	1	4176388	4178364	dnj-15	protein_coding
WBGene00001033	K08D10.2b.1	IV	1	4177067	4178306	dnj-15	protein_coding
WBGene00019535	K08D10.12a.1	IV	1	4178463	4179531	tsen-34	protein_coding
WBGene00019535	K08D10.12b.1	IV	1	4179390	4179500	tsen-34	protein_coding
WBGene00019534	K08D10.11.1	IV	-1	4185550	4186199	K08D10.11	protein_coding
WBGene00044478	K06B9.6.1	IV	-1	4196173	4196695	K06B9.6	protein_coding
WBGene00019438	K06B9.1.1	IV	1	4197467	4198365	cyp-25A6	protein_coding
WBGene00003938	K06B9.5b.1	IV	-1	4199501	4203404	pax-2	protein_coding
WBGene00003938	K06B9.5a.1	IV	-1	4199501	4204375	pax-2	protein_coding
WBGene00017934	F30B5.4b.1	IV	1	4205975	4218231	F30B5.4	protein_coding
WBGene00017934	F30B5.4a.1	IV	1	4213577	4218259	F30B5.4	protein_coding
WBGene00017934	F30B5.4c.1	IV	1	4216204	4218259	F30B5.4	protein_coding
WBGene00235371	F30B5.11.1	IV	-1	4219271	4220083	F30B5.11	protein_coding
WBGene00044092	F30B5.8.1	IV	-1	4223857	4225946	srbc-71	protein_coding
WBGene00017935	F30B5.6.1	IV	-1	4226858	4228017	srbc-70	protein_coding
WBGene00017936	F30B5.7.1	IV	-1	4229195	4231861	zipt-2.2	protein_coding
WBGene00001074	F30B5.1.1	IV	1	4235614	4236710	dpy-13	protein_coding
WBGene00000611	F36A4.10.1	IV	-1	4243548	4244610	col-34	protein_coding
WBGene00018085	F36A4.8.1	IV	1	4246760	4247486	ttr-20	protein_coding
WBGene00000123	F36A4.7.2	IV	1	4248020	4258173	ama-1	protein_coding
WBGene00000123	F36A4.7.1	IV	1	4248070	4258173	ama-1	protein_coding
WBGene00000610	F36A4.6.1	IV	1	4263293	4265202	col-33	protein_coding
WBGene00018084	F36A4.5a.1	IV	1	4265524	4266598	F36A4.5	protein_coding
WBGene00018084	F36A4.5b.1	IV	1	4266285	4266558	F36A4.5	protein_coding
WBGene00018083	F36A4.4.1	IV	1	4267582	4268236	F36A4.4	protein_coding
WBGene00018082	F36A4.3.1	IV	1	4269608	4270186	F36A4.3	protein_coding
WBGene00018081	F36A4.2.1	IV	1	4271215	4271820	F36A4.2	protein_coding
WBGene00018080	F36A4.1.1	IV	1	4272473	4272899	F36A4.1	protein_coding
WBGene00003668	F36A4.14.1	IV	-1	4274341	4277875	nhr-78	protein_coding
WBGene00017487	F15E6.6.1	IV	-1	4278825	4284120	F15E6.6	protein_coding
WBGene00005715	F15E6.7b.1	IV	-1	4285403	4288432	srv-4	protein_coding
WBGene00005715	F15E6.7a.1	IV	-1	4285422	4288432	srv-4	protein_coding
WBGene00017486	F15E6.5.1	IV	1	4289567	4290061	F15E6.5	protein_coding
WBGene00017488	F15E6.8.1	IV	-1	4290189	4290703	dct-7	protein_coding
WBGene00017485	F15E6.4.1	IV	1	4291467	4291872	F15E6.4	protein_coding
WBGene00044479	F15E6.10.1	IV	1	4292869	4293611	F15E6.10	protein_coding
WBGene00017489	F15E6.9a.1	IV	-1	4293620	4299083	F15E6.9	protein_coding
WBGene00017489	F15E6.9b.1	IV	-1	4293620	4299083	F15E6.9	protein_coding
WBGene00017484	F15E6.3.1	IV	1	4294877	4295687	F15E6.3	protein_coding
WBGene00017483	F15E6.2a.1	IV	1	4301308	4304433	lgc-22	protein_coding
WBGene00017483	F15E6.2b.1	IV	1	4301308	4304437	lgc-22	protein_coding
WBGene00017482	F15E6.1.1	IV	1	4307896	4317140	set-9	protein_coding
WBGene00021287	Y24D9B.1.1	IV	1	4317358	4321912	Y24D9B.1	protein_coding
WBGene00020972	W03B1.2.1	IV	1	4326656	4332018	trpl-2	protein_coding
WBGene00020973	W03B1.3.2	IV	-1	4332692	4335355	W03B1.3	protein_coding
WBGene00020973	W03B1.3.1	IV	-1	4332692	4335372	W03B1.3	protein_coding
WBGene00020976	W03B1.7a.1	IV	1	4336834	4341304	oac-51	protein_coding
WBGene00020976	W03B1.7b.1	IV	1	4336834	4341304	oac-51	protein_coding
WBGene00020976	W03B1.7c.1	IV	1	4338505	4341304	oac-51	protein_coding
WBGene00020977	W03B1.8.1	IV	-1	4342357	4346558	oac-52	protein_coding
WBGene00020974	W03B1.5.1	IV	1	4348446	4351848	W03B1.5	protein_coding
WBGene00020978	W03B1.9.1	IV	-1	4352618	4356979	W03B1.9	protein_coding
WBGene00005662	W03B1.4a.1	IV	1	4357631	4359936	sars-2	protein_coding
WBGene00005662	W03B1.4b.1	IV	1	4358052	4359929	sars-2	protein_coding
WBGene00050916	F55F10.3.1	IV	1	4359953	4360657	F55F10.3	protein_coding
WBGene00018898	F55F10.1b.1	IV	1	4360837	4386533	F55F10.1	protein_coding
WBGene00018898	F55F10.1a.1	IV	1	4372993	4386533	F55F10.1	protein_coding
WBGene00021286	Y24D9A.8a.2	IV	1	4386630	4388878	tald-1	protein_coding
WBGene00021286	Y24D9A.8a.1	IV	1	4386651	4388878	tald-1	protein_coding
WBGene00021286	Y24D9A.8b.1	IV	1	4387432	4388878	tald-1	protein_coding
WBGene00021286	Y24D9A.8b.2	IV	1	4387493	4388878	tald-1	protein_coding
WBGene00021286	Y24D9A.8b.3	IV	1	4387717	4388878	tald-1	protein_coding
WBGene00004419	Y24D9A.4c.1	IV	-1	4389135	4390631	rpl-7A	protein_coding
WBGene00004419	Y24D9A.4a.1	IV	-1	4389143	4390649	rpl-7A	protein_coding
WBGene00021282	Y24D9A.2.1	IV	1	4390848	4393403	set-21	protein_coding
WBGene00021281	Y24D9A.1a.1	IV	1	4394410	4414926	ell-1	protein_coding
WBGene00021284	Y24D9A.6.1	IV	-1	4399879	4400400	Y24D9A.6	protein_coding
WBGene00021285	Y24D9A.7.1	IV	-1	4404938	4405171	Y24D9A.7	protein_coding
WBGene00021281	Y24D9A.1a.2	IV	1	4408606	4415622	ell-1	protein_coding
WBGene00021281	Y24D9A.1c.1	IV	1	4411867	4414926	ell-1	protein_coding
WBGene00019950	R08C7.6.1	IV	1	4422339	4426566	clec-175	protein_coding
WBGene00006228	R08C7.7.1	IV	-1	4427713	4429782	str-185	protein_coding
WBGene00019949	R08C7.5b.1	IV	1	4430229	4432069	R08C7.5	protein_coding
WBGene00019949	R08C7.5a.1	IV	1	4430229	4432165	R08C7.5	protein_coding
WBGene00019951	R08C7.8.1	IV	-1	4433049	4434541	R08C7.8	protein_coding
WBGene00019948	R08C7.4.1	IV	1	4435127	4437318	R08C7.4	protein_coding
WBGene00019952	R08C7.9.1	IV	-1	4437786	4439290	fbxb-74	protein_coding
WBGene00019956	R08C7.13.1	IV	-1	4439816	4441177	fbxb-75	protein_coding
WBGene00019953	R08C7.10b.1	IV	-1	4442399	4445876	wapl-1	protein_coding
WBGene00019953	R08C7.10e.1	IV	-1	4442404	4443080	wapl-1	protein_coding
WBGene00019953	R08C7.10a.1	IV	-1	4442404	4445841	wapl-1	protein_coding
WBGene00019953	R08C7.10d.1	IV	-1	4443061	4445821	wapl-1	protein_coding
WBGene00019953	R08C7.10c.1	IV	-1	4443061	4445841	wapl-1	protein_coding
WBGene00019947	R08C7.3.2	IV	1	4445990	4446997	htz-1	protein_coding
WBGene00019947	R08C7.3.3	IV	1	4446002	4446997	htz-1	protein_coding
WBGene00019947	R08C7.3.1	IV	1	4446216	4446997	htz-1	protein_coding
WBGene00019946	R08C7.2a.2	IV	1	4447299	4449897	chat-1	protein_coding
WBGene00019946	R08C7.2d.2	IV	1	4447299	4449897	chat-1	protein_coding
WBGene00019946	R08C7.2a.1	IV	1	4447331	4449897	chat-1	protein_coding
WBGene00019946	R08C7.2d.1	IV	1	4447331	4449897	chat-1	protein_coding
WBGene00019946	R08C7.2c.1	IV	1	4447349	4449879	chat-1	protein_coding
WBGene00019946	R08C7.2c.2	IV	1	4447900	4449879	chat-1	protein_coding
WBGene00019946	R08C7.2d.3	IV	1	4448099	4449879	chat-1	protein_coding
WBGene00019955	R08C7.12b.1	IV	1	4450000	4460027	R08C7.12	protein_coding
WBGene00019945	R08C7.1.1	IV	1	4451876	4452019	R08C7.1	protein_coding
WBGene00019955	R08C7.12c.1	IV	1	4454635	4460027	R08C7.12	protein_coding
WBGene00019954	R08C7.11.1	IV	-1	4454773	4454937	R08C7.11	protein_coding
WBGene00019955	R08C7.12a.1	IV	1	4457659	4460027	R08C7.12	protein_coding
WBGene00019955	R08C7.12d.1	IV	1	4458539	4460027	R08C7.12	protein_coding
WBGene00019718	M01H9.2.1	IV	-1	4460179	4462061	M01H9.2	protein_coding
WBGene00019721	M01H9.5.1	IV	1	4465484	4468509	M01H9.5	protein_coding
WBGene00019719	M01H9.3c.1	IV	-1	4468505	4470824	M01H9.3	protein_coding
WBGene00019719	M01H9.3d.2	IV	-1	4468534	4469983	M01H9.3	protein_coding
WBGene00019719	M01H9.3d.1	IV	-1	4468534	4470432	M01H9.3	protein_coding
WBGene00019719	M01H9.3e.1	IV	-1	4468534	4470432	M01H9.3	protein_coding
WBGene00019719	M01H9.3a.1	IV	-1	4468534	4477059	M01H9.3	protein_coding
WBGene00019719	M01H9.3b.1	IV	-1	4468535	4470432	M01H9.3	protein_coding
WBGene00271788	M01H9.10.1	IV	-1	4479669	4480072	M01H9.10	protein_coding
WBGene00019720	M01H9.4h.1	IV	-1	4480116	4480567	M01H9.4	protein_coding
WBGene00019720	M01H9.4a.1	IV	-1	4480116	4481671	M01H9.4	protein_coding
WBGene00019720	M01H9.4d.1	IV	-1	4480116	4482604	M01H9.4	protein_coding
WBGene00019720	M01H9.4e.1	IV	-1	4480116	4482764	M01H9.4	protein_coding
WBGene00019717	M01H9.1.1	IV	1	4487028	4489000	trx-3	protein_coding
WBGene00022675	ZK180.1.1	IV	-1	4489012	4506708	gbb-2	protein_coding
WBGene00045248	ZK180.7.1	IV	1	4490542	4495519	ZK180.7	protein_coding
WBGene00022677	ZK180.3c.1	IV	-1	4508499	4511211	rfth-1	protein_coding
WBGene00022677	ZK180.3b.1	IV	-1	4508499	4511320	rfth-1	protein_coding
WBGene00022677	ZK180.3b.2	IV	-1	4508530	4510864	rfth-1	protein_coding
WBGene00022677	ZK180.3a.1	IV	-1	4508530	4511320	rfth-1	protein_coding
WBGene00195011	ZK180.8b.1	IV	-1	4511440	4511583	ZK180.8	protein_coding
WBGene00195011	ZK180.8a.1	IV	-1	4511592	4511724	ZK180.8	protein_coding
WBGene00022678	ZK180.4.1	IV	-1	4511896	4513319	sar-1	protein_coding
WBGene00022679	ZK180.5a.1	IV	-1	4515044	4517169	ZK180.5	protein_coding
WBGene00022679	ZK180.5b.1	IV	-1	4515044	4517169	ZK180.5	protein_coding
WBGene00022679	ZK180.5c.1	IV	-1	4515044	4517169	ZK180.5	protein_coding
